YEAR,BRAND,MAKE,TRIM,PRICE,MILES,SHIP,PAGE,ENTRY
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1530,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1530,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1530,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1530,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1531,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1531,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1531,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1531,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1531,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1531,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1531,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1531,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1531,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1531,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1531,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1531,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1531,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1531,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1531,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1531,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1531,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1531,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1531,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1531,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1532,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1532,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1532,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1532,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1532,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1532,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1532,7
2016,MAZDA,CX-5,Touring,"18,200","26,569 miles",Shipping: $300,1532,8
2016,HYUNDAI,TUCSON,SE,"14,800","51,203 miles",Free Shipping,1532,9
2018,DODGE,JOURNEY,Crossroad,"17,000","43,462 miles",Shipping: $300,1532,10
2017,CHEVROLET,EQUINOX,LT,"17,600","21,444 miles",Shipping: $300,1532,11
2018,NISSAN,ROGUE SPORT,S,"16,600","29,756 miles",Shipping: $300,1532,12
2017,HYUNDAI,ELANTRA,SE,"13,700","22,953 miles",Shipping: $200,1532,13
2016,HYUNDAI,TUCSON,SE,"15,200","39,854 miles",Shipping: $200,1532,14
2016,KIA,SOUL,+,"16,400","19,934 miles",Shipping: $200,1532,15
2017,TOYOTA,RAV4,LE,"18,900","32,962 miles",Free Shipping,1532,16
2018,CHEVROLET,EQUINOX,LT,"17,700","18,280 miles",Free Shipping,1532,17
2017,CHEVROLET,EQUINOX,LT,"16,900","22,727 miles",Shipping: $300,1532,18
2015,CHEVROLET,EQUINOX,LT,"15,600","41,078 miles",Free Shipping,1532,19
2018,HONDA,CR-V,EX-L,"26,700","18,591 miles",Free Shipping,1532,20
2018,BUICK,ENCORE,Preferred II,"17,300","15,828 miles",Shipping: $200,1533,1
2017,VOLKSWAGEN,TIGUAN,2.0T S,"15,100","31,330 miles",Shipping: $300,1533,2
2017,INFINITI,QX50,QX50,"23,200","28,041 miles",Shipping: $300,1533,3
2017,NISSAN,ROGUE,SV,"18,400","21,672 miles",Shipping: $300,1533,4
2017,CHEVROLET,TRAVERSE,LT,"22,700","38,250 miles",Free Shipping,1533,5
2018,CHEVROLET,EQUINOX,LT,"17,700","28,775 miles",Shipping: $200,1533,6
2017,FORD,ESCAPE,SE,"16,900","22,033 miles",Shipping: $200,1533,7
