YEAR,BRAND,PAGE,ENTRY,PRICE,MILES,SHIPPING,dummy,CHEVROLET,FORD,HYUNDAI,TOYOTA,JEEP,VOLKSWAGEN,NISSAN,KIA,BUICK,DODGE,HONDA,GMC,SUBARU,INFINITI,MAZDA,CADILLAC,FIAT,LEXUS,BMW
2017,HYUNDAI,12,3,15500,17240,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,12,4,16400,35201,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,12,5,21900,36476,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,12,6,13300,28566,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,12,7,15900,29954,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,12,8,21300,19850,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,12,9,25600,39413,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,12,10,17300,42526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,12,11,26100,42952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,DODGE,12,12,18600,19070,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,BUICK,12,13,16200,15022,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,12,14,18000,37590,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BMW,12,15,23600,45363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,CHEVROLET,12,17,21800,11996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,12,18,14100,42814,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,12,19,13700,51911,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,12,20,17100,9782,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,BUICK,13,2,21800,36088,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,13,3,26900,33523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,HYUNDAI,13,4,17000,33672,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,FORD,13,5,12300,32174,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,13,6,21400,47953,200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,13,7,19100,18562,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,NISSAN,13,8,13600,33932,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,13,9,16400,14420,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,FORD,13,10,19100,43423,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,13,11,15200,25168,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HONDA,13,12,21300,44028,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,HYUNDAI,13,13,14900,19622,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,BUICK,13,14,14500,48115,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,JEEP,13,15,23900,55345,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,13,16,16000,34215,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,13,17,21800,18783,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,JEEP,13,18,28900,18110,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,13,19,19300,21255,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CHEVROLET,13,20,17700,28014,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,14,1,25800,34319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,BUICK,14,2,16700,28724,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,14,3,15500,21154,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,14,4,13500,23668,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,TOYOTA,14,6,23300,24426,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,HYUNDAI,14,7,24400,6760,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUICK,14,8,17800,17226,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,14,9,14600,23163,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,14,10,18000,33571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,14,11,15200,24598,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,TOYOTA,14,12,15300,50697,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,TOYOTA,14,13,13600,50556,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,14,14,16200,45415,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,GMC,14,15,31000,33237,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,KIA,14,16,13300,55808,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,14,17,16300,26428,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,14,18,17500,30096,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,14,19,18600,27777,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,14,20,15300,10702,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,15,1,18700,33580,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,LEXUS,15,2,28900,48222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,KIA,15,3,17000,28587,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,15,4,13400,28247,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DODGE,15,6,20500,13656,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,JEEP,15,8,22600,39310,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,HYUNDAI,15,9,16600,34021,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,15,10,12200,32132,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,NISSAN,15,11,19600,20263,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,15,12,14600,25123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,15,13,18200,14837,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,15,15,15900,20329,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,JEEP,15,16,31600,8015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,HYUNDAI,15,17,16400,35913,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,15,18,16500,16940,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,15,19,12700,39322,200,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,HYUNDAI,15,20,18600,43491,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,GMC,16,1,21100,33903,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,CHEVROLET,16,2,17000,27057,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,16,3,19700,7029,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,BUICK,16,4,21400,23218,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,KIA,16,5,16400,34643,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,16,6,12000,38519,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,16,7,16500,34506,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BMW,16,8,49900,10304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,KIA,16,9,15900,16209,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,16,10,22100,12931,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,16,11,22200,11607,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,16,12,15000,11877,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,HONDA,16,13,17900,24256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,NISSAN,16,15,11800,43346,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,16,16,15000,48049,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KIA,16,17,16200,12244,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,CHEVROLET,16,18,32900,67726,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,CHEVROLET,16,19,16600,33889,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,16,20,14900,26642,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,17,1,16400,67118,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,17,2,12900,30776,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,TOYOTA,17,3,17100,102863,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,17,5,22800,8298,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,17,7,23200,33319,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,17,8,21200,19471,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,17,9,17700,25342,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,17,10,26600,36707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,CADILLAC,17,11,26900,20912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,CADILLAC,17,12,26400,32013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,JEEP,17,13,17100,31701,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,VOLKSWAGEN,17,14,14600,27445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,17,15,22200,26114,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,17,16,20700,36169,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,17,17,16300,31552,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,17,18,16900,8032,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,17,19,18900,32152,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,17,20,25600,34651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,FORD,18,2,14600,45585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,18,3,19800,20340,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,SUBARU,18,4,21600,22155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,VOLKSWAGEN,18,5,18400,29418,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,18,6,17100,26759,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,18,7,15400,43061,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,18,8,13400,29294,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HYUNDAI,18,9,15800,53763,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,18,10,15700,22668,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,DODGE,18,11,19600,21595,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,DODGE,18,12,17800,8832,200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,18,13,17100,26105,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,18,14,18500,17424,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,18,15,16700,30307,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,18,17,13100,25821,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,18,18,24700,19437,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,18,19,13400,21662,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,18,20,19400,41776,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,19,1,14300,31214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,19,2,18000,30016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,19,4,17000,44792,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,HYUNDAI,19,5,16200,57991,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,19,6,19200,21075,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,FORD,19,7,14400,46691,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,19,8,22100,17897,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,19,9,17200,71262,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,19,10,18100,19642,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,19,11,16600,13222,200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,HYUNDAI,19,12,15300,48140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,19,13,18200,32731,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,19,14,15700,8367,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,19,15,16500,12654,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,JEEP,19,16,17000,30449,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,19,17,26500,23508,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,19,18,18000,24442,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,19,19,13400,28139,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,19,20,15800,17360,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,20,1,21300,29833,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,20,2,22400,10437,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,20,4,15900,41316,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,GMC,20,5,20700,75715,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,BMW,20,7,23800,20315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,JEEP,20,8,21900,13623,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,20,9,17900,30153,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,JEEP,20,10,26100,42508,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,20,11,24200,23047,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,20,12,17700,23145,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,20,13,14100,11779,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,HONDA,20,14,12900,60484,200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,BMW,20,15,26300,32232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,NISSAN,20,16,12500,46865,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,20,17,14000,15786,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,20,18,13300,30204,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,20,19,16100,13105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,20,20,16100,21928,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,HYUNDAI,21,1,11900,55370,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,JEEP,21,2,27000,9511,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,HYUNDAI,21,3,16600,8458,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,21,4,27900,26649,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,21,5,16100,44699,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,21,6,18400,17789,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,FORD,21,7,16500,14906,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,21,8,11100,29228,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,21,9,13500,26663,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,21,10,13200,32286,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,KIA,21,11,17300,12784,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,21,13,19600,24833,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,VOLKSWAGEN,21,14,13600,43194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,FORD,21,15,13000,41934,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,21,16,18700,50281,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,21,17,16600,21083,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,21,18,17400,28171,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,21,19,19100,27047,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,21,20,16800,18711,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,LEXUS,22,2,27400,16938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,KIA,22,3,14200,15247,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,22,4,15500,34648,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUICK,22,5,14800,43389,300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,KIA,22,6,15200,71100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,JEEP,22,7,17800,31437,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,22,8,13400,25026,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,JEEP,22,9,28800,9765,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JEEP,22,10,21700,12407,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,22,11,17500,35006,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,CHEVROLET,22,12,43500,5187,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUICK,22,13,21400,27859,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,DODGE,22,16,18500,34626,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,FORD,22,17,14500,44274,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CADILLAC,22,18,22600,35849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,VOLKSWAGEN,22,19,18900,18989,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,22,20,18500,27320,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,23,1,13500,21682,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,23,2,17100,26778,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,23,3,14300,11274,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DODGE,23,4,20600,18570,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,TOYOTA,23,5,19800,34845,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VOLKSWAGEN,23,6,13100,34133,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOYOTA,23,7,15000,24811,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOYOTA,23,8,29000,56525,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JEEP,23,9,17300,9148,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,23,10,12800,21660,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,FORD,23,11,16700,18225,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KIA,23,12,18100,27288,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,23,13,15000,40986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BMW,23,14,29900,29502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,KIA,23,15,19100,31221,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,NISSAN,23,16,12800,37842,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,DODGE,23,17,15400,15150,300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,DODGE,23,18,16600,35262,300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,FORD,23,19,15600,58988,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHEVROLET,24,1,21300,40094,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,24,2,40100,31931,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FORD,24,3,16000,16874,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHEVROLET,24,4,14500,24242,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHEVROLET,24,5,17400,15121,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,JEEP,24,6,22400,13078,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,HYUNDAI,24,7,14600,27073,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
